ReviewID,GameID,PlayerID,Year,Month,Score,Sentiment,Helpful_Votes,Platform,Verified_Purchase
9145,117,3731,2016,1,9,Positive,441,PC,1
9146,12,5154,2015,11,9,Positive,38,PC,0
9147,107,6322,2016,4,7,Positive,348,Nintendo Switch,1
9148,200,1572,2021,9,7,Neutral,454,Xbox One,0
9149,83,5179,2024,5,10,Positive,367,Wii,1
9150,192,1343,2023,7,8,Positive,162,PS4,1
9151,156,4020,2021,7,9,Positive,54,Wii,1
9152,171,3647,2023,9,9,Positive,118,Wii,1
9153,151,1189,2023,1,9,Positive,188,Xbox 360,1
9154,131,1490,2017,6,7,Positive,117,Xbox One,1
9155,128,3859,2024,6,10,Positive,394,PS3,1
9156,184,9323,2022,1,3,Negative,180,Xbox One,1
9157,107,1521,2018,11,9,Positive,412,PS3,0
9158,72,8280,2020,7,10,Positive,481,Xbox Series X,1
9159,186,3434,2018,3,9,Positive,353,PS3,1
9160,35,1262,2019,9,10,Positive,342,PS5,1
9161,112,8439,2019,10,9,Positive,462,Xbox One,1
9162,7,3011,2024,1,8,Positive,330,PS5,1
9163,33,3916,2019,3,7,Positive,96,PC,1
9164,116,7601,2015,7,10,Positive,51,Nintendo Switch,1
9165,148,6492,2022,3,7,Positive,252,Xbox One,1
9166,178,889,2018,10,10,Positive,75,Wii,0
9167,53,5607,2018,9,7,Positive,385,Xbox One,1
9168,26,9545,2020,6,7,Positive,227,PC,1
9169,80,5571,2023,10,1,Negative,146,PS4,1
9170,184,1614,2015,6,10,Positive,147,Xbox 360,1
9171,64,2473,2021,9,8,Positive,59,PS5,1
9172,56,9773,2016,5,6,Neutral,494,Wii,1
9173,175,796,2019,8,9,Positive,410,PC,1
9174,44,7006,2023,7,5,Neutral,237,PS4,1
9175,70,4835,2022,9,8,Positive,80,Xbox One,1
9176,128,2660,2024,9,3,Negative,80,Nintendo Switch,0
9177,198,2483,2018,2,10,Positive,247,Xbox 360,1
9178,53,4887,2020,11,7,Positive,456,PS5,0
9179,187,7913,2021,1,4,Neutral,408,Xbox One,0
9180,138,4438,2020,3,4,Neutral,364,PS4,1
9181,157,2258,2016,5,6,Neutral,409,Xbox 360,1
9182,64,8667,2017,6,8,Positive,401,PS3,0
9183,198,4559,2024,1,5,Neutral,409,Nintendo Switch,1
9184,33,4341,2021,8,8,Positive,266,PS3,1
9185,191,9786,2015,3,2,Negative,92,Xbox 360,1
9186,31,1653,2017,3,7,Positive,306,Mobile,1
9187,86,1019,2021,4,9,Positive,183,Wii,1
9188,125,5271,2016,9,10,Positive,202,PS5,1
9189,21,6297,2016,4,4,Negative,387,PS5,1
9190,98,3967,2023,9,7,Positive,21,PS3,1
9191,162,5032,2019,5,10,Positive,165,Xbox Series X,1
9192,132,3762,2022,2,8,Positive,168,Nintendo Switch,1
9193,191,4146,2017,9,4,Neutral,449,Wii,0
9194,30,2632,2021,5,8,Positive,106,PS4,1
9195,21,9399,2016,1,3,Negative,317,Xbox One,1
9196,4,3935,2021,6,3,Negative,210,Xbox Series X,1
9197,116,9249,2015,9,3,Negative,5,Xbox One,1
9198,44,5107,2023,9,10,Positive,390,Wii,1
9199,171,8597,2018,7,8,Positive,111,Xbox 360,0
9200,34,3257,2022,3,2,Negative,436,Mobile,1
9201,79,1069,2024,9,7,Positive,443,Xbox 360,0
9202,192,8373,2023,7,7,Positive,49,PC,1
9203,83,9157,2019,8,5,Neutral,118,Mobile,1
9204,86,5671,2018,4,2,Negative,150,Xbox Series X,1
9205,137,9137,2023,12,7,Neutral,130,PC,1
9206,116,4203,2018,2,9,Positive,299,Xbox 360,1
9207,41,7140,2021,6,10,Positive,498,Xbox 360,0
9208,37,9902,2016,1,6,Neutral,184,Wii,1
9209,155,3679,2022,6,5,Neutral,196,Xbox 360,1
9210,129,6172,2017,11,10,Positive,129,PS5,1
9211,54,4515,2017,7,7,Positive,34,Xbox 360,1
9212,44,7287,2017,11,5,Neutral,415,PS5,0
9213,114,5424,2024,2,8,Positive,337,Mobile,1
9214,161,8337,2022,11,10,Positive,85,Xbox Series X,1
9215,70,2383,2015,4,5,Neutral,338,PS4,1
9216,180,3451,2015,7,6,Neutral,332,Xbox Series X,1
9217,92,5606,2017,7,2,Negative,435,PS5,1
9218,85,6984,2016,1,7,Positive,40,PS5,1
9219,112,992,2024,12,5,Neutral,24,PS4,1
9220,88,5410,2017,12,8,Positive,174,Mobile,1
9221,91,2691,2017,5,2,Negative,300,PS4,1
9222,38,9625,2023,1,9,Positive,495,Nintendo Switch,0
9223,23,3238,2022,8,9,Positive,209,PS3,1
9224,132,8609,2016,7,7,Positive,35,Xbox One,1
9225,195,7560,2020,2,4,Neutral,369,Mobile,1
9226,52,2787,2022,5,7,Neutral,248,Xbox 360,1
9227,98,2702,2016,10,2,Negative,39,Wii,0
9228,43,2896,2016,6,9,Positive,80,Xbox 360,0
9229,111,4975,2021,2,7,Neutral,197,Xbox 360,1
9230,132,502,2017,5,4,Negative,246,PC,1
9231,168,8273,2021,11,8,Positive,257,Wii,1
9232,187,1412,2015,9,4,Neutral,354,Nintendo Switch,1
9233,32,3756,2023,11,7,Positive,163,Xbox Series X,0
9234,19,1688,2016,10,9,Positive,498,Xbox 360,0
9235,101,7852,2020,11,4,Negative,267,PS4,1
9236,63,8184,2023,10,6,Neutral,78,Nintendo Switch,1
9237,15,2378,2024,1,3,Negative,253,Xbox 360,1
9238,83,1233,2018,3,8,Positive,464,Wii,0
9239,58,6077,2017,9,8,Positive,356,PS5,1
9240,65,4332,2020,2,10,Positive,343,PS3,1
9241,156,9796,2020,5,9,Positive,441,Xbox One,1
9242,89,5788,2020,11,10,Positive,423,Wii,1
9243,102,3034,2019,4,7,Neutral,19,PS4,1
9244,63,8775,2019,12,10,Positive,387,Wii,1
9245,85,4419,2020,8,8,Positive,475,Xbox 360,1
9246,84,1256,2020,3,3,Negative,430,PS4,0
9247,73,3881,2019,3,10,Positive,264,PS4,1
9248,83,4654,2016,12,7,Positive,106,PC,1
9249,185,351,2024,12,2,Negative,172,Xbox 360,1
9250,168,8209,2016,4,7,Neutral,423,Xbox One,0
9251,94,9956,2020,10,7,Neutral,15,Nintendo Switch,1
9252,90,459,2015,5,8,Positive,415,Xbox Series X,1
9253,186,4603,2023,11,10,Positive,351,Xbox One,1
9254,9,3785,2019,11,10,Positive,294,Nintendo Switch,1
9255,153,4345,2015,3,7,Neutral,364,Wii,1
9256,154,3648,2021,7,9,Positive,200,Xbox One,1
9257,184,6801,2024,12,2,Negative,139,PS5,1
9258,165,6911,2016,1,7,Positive,65,Nintendo Switch,1
9259,152,3909,2023,4,8,Positive,494,Mobile,0
9260,14,5168,2017,6,9,Positive,80,Xbox 360,1
9261,38,8976,2016,3,7,Positive,221,Wii,1
9262,100,2119,2015,5,4,Neutral,5,Xbox Series X,1
9263,112,5348,2021,9,6,Neutral,239,PS3,1
9264,128,2295,2018,12,5,Neutral,89,PS4,1
9265,16,6626,2018,12,2,Negative,87,Wii,1
9266,145,7573,2019,7,2,Negative,173,Wii,0
9267,133,7317,2018,5,7,Positive,280,Nintendo Switch,0
9268,160,1242,2023,10,7,Positive,143,PS3,1
9269,31,4165,2021,2,7,Positive,249,PC,1
9270,138,102,2022,12,5,Neutral,405,Xbox One,1
9271,145,6957,2016,2,1,Negative,496,PC,1
9272,63,4530,2020,10,10,Positive,342,Wii,1
9273,92,6019,2023,3,1,Negative,88,Xbox One,1
9274,72,3939,2016,12,4,Neutral,498,PS5,1
9275,182,8533,2019,7,4,Neutral,175,Xbox Series X,1
9276,22,5155,2015,11,8,Positive,432,PS5,1
9277,190,5755,2017,10,10,Positive,221,Xbox 360,1
9278,96,9636,2017,4,8,Positive,1,Xbox 360,1
9279,14,3254,2019,4,8,Positive,261,Nintendo Switch,1
9280,132,3863,2015,12,9,Positive,495,Nintendo Switch,1
9281,13,7162,2019,2,8,Positive,220,PS4,1
9282,38,5368,2023,2,8,Positive,158,Nintendo Switch,1
9283,103,6838,2023,5,4,Neutral,166,PC,1
9284,106,1468,2019,12,4,Negative,268,Xbox Series X,1
9285,58,4622,2020,12,6,Neutral,300,Xbox Series X,1
9286,4,6042,2023,5,10,Positive,181,Xbox Series X,1
9287,155,1251,2022,1,8,Positive,344,PC,0
9288,163,2721,2015,9,7,Positive,434,PS5,1
9289,137,1191,2021,10,4,Neutral,258,PS4,1
9290,29,9153,2023,5,8,Positive,489,Wii,1
9291,67,4216,2019,3,4,Neutral,28,Nintendo Switch,1
9292,24,6151,2021,4,4,Neutral,195,Xbox One,1
9293,159,8374,2015,11,9,Positive,3,Xbox 360,1
9294,132,1738,2020,7,4,Neutral,67,Wii,1
9295,49,9926,2024,12,4,Negative,242,PS3,1
9296,52,3178,2018,3,7,Neutral,82,Wii,1
9297,135,2405,2018,4,10,Positive,175,Nintendo Switch,1
9298,63,6230,2020,4,10,Positive,402,Xbox Series X,1
9299,199,7334,2016,1,9,Positive,429,Mobile,1
9300,183,3061,2022,2,4,Neutral,15,Xbox Series X,1
9301,105,2343,2019,5,10,Positive,483,PC,1
9302,156,8370,2018,3,4,Neutral,421,Wii,1
9303,169,6509,2016,11,8,Positive,38,Xbox Series X,1
9304,35,4508,2022,11,3,Negative,355,Xbox One,1
9305,56,9540,2016,2,9,Positive,363,Xbox 360,1
9306,45,2786,2021,9,9,Positive,134,Xbox 360,1
9307,199,8484,2019,5,6,Neutral,214,Xbox 360,1
9308,137,7843,2018,11,7,Positive,259,PC,1
9309,192,8191,2021,4,10,Positive,193,Mobile,0
9310,104,6246,2019,9,8,Positive,325,Xbox One,1
9311,98,6477,2022,10,9,Positive,293,PS3,1
9312,74,624,2015,7,7,Positive,291,Xbox 360,1
9313,139,7377,2017,10,8,Positive,417,Xbox 360,1
9314,96,3446,2023,5,4,Neutral,99,PC,1
9315,146,9588,2021,3,7,Positive,22,PS3,0
9316,82,5297,2017,12,1,Negative,25,PS5,1
9317,194,5567,2016,8,7,Positive,161,Wii,1
9318,159,4669,2021,6,7,Positive,384,PS5,0
9319,100,8548,2017,9,10,Positive,179,Xbox Series X,1
9320,113,3822,2017,7,6,Neutral,146,Xbox 360,1
9321,72,8341,2019,9,7,Positive,225,PS3,1
9322,184,1519,2017,7,5,Neutral,381,Xbox 360,1
9323,180,1614,2022,11,5,Neutral,60,Xbox 360,1
9324,37,8142,2024,11,10,Positive,453,PC,1
9325,100,6889,2016,1,8,Positive,169,Mobile,1
9326,111,8883,2016,9,8,Positive,185,Xbox One,1
9327,93,3857,2021,8,3,Negative,278,PC,1
9328,46,4480,2023,7,7,Neutral,324,Mobile,1
9329,200,1729,2021,2,5,Neutral,438,Xbox Series X,1
9330,21,2743,2016,8,4,Neutral,47,PC,1
9331,4,3838,2021,11,10,Positive,365,Xbox 360,1
9332,196,974,2023,4,3,Negative,16,PS3,1
9333,83,4411,2024,3,10,Positive,48,PC,0
9334,83,536,2021,1,8,Positive,23,PC,1
9335,167,885,2024,9,10,Positive,44,Nintendo Switch,1
9336,98,9997,2020,9,3,Negative,3,Wii,1
9337,181,6872,2018,5,4,Negative,69,Mobile,1
9338,200,1574,2019,2,7,Positive,104,Xbox One,0
9339,22,9752,2021,1,2,Negative,63,PC,1
9340,55,5620,2017,10,6,Neutral,21,PC,1
9341,1,5705,2018,3,2,Negative,458,PS3,1
9342,70,7602,2017,5,7,Neutral,195,PS4,1
9343,27,8914,2015,11,7,Positive,355,PS3,1
9344,151,7665,2020,10,5,Neutral,278,PS4,1
9345,195,6216,2022,8,8,Positive,474,Xbox 360,1
9346,171,4133,2017,2,7,Positive,25,Mobile,1
9347,186,9674,2022,12,10,Positive,371,Xbox One,1
9348,185,3110,2015,9,5,Neutral,172,Xbox One,1
9349,27,5118,2017,3,9,Positive,353,PS4,1
9350,27,30,2019,3,9,Positive,349,Mobile,1
9351,18,2306,2019,2,5,Neutral,42,Wii,1
9352,184,1185,2020,1,8,Positive,6,Xbox 360,1
9353,200,5456,2018,12,7,Positive,243,Xbox One,1
9354,95,2390,2021,3,10,Positive,94,PS3,1
9355,60,8671,2017,5,2,Negative,319,Mobile,1
9356,178,2896,2019,2,7,Positive,383,PC,1
9357,25,1842,2016,11,9,Positive,226,PS3,1
9358,107,7314,2021,10,10,Positive,214,Xbox 360,1
9359,78,1932,2024,12,8,Positive,234,PS4,1
9360,37,4997,2023,1,7,Positive,369,Wii,0
9361,188,1336,2022,11,5,Neutral,60,Xbox 360,1
9362,24,5138,2022,6,9,Positive,142,Xbox One,1
9363,133,8787,2022,4,6,Neutral,446,PS5,1
9364,24,5131,2018,6,7,Neutral,121,PC,1
9365,148,9122,2018,8,7,Neutral,105,PS4,0
9366,84,7699,2018,11,7,Neutral,305,Xbox Series X,1
9367,72,1355,2023,6,7,Positive,462,Xbox Series X,1
9368,145,3574,2017,5,10,Positive,366,Mobile,1
9369,34,5867,2024,6,7,Positive,75,PS5,1
9370,93,8925,2018,10,9,Positive,30,Xbox Series X,1
9371,166,7144,2022,11,7,Positive,136,PS3,1
9372,39,5713,2019,3,7,Positive,420,PS4,1
9373,23,3335,2021,3,6,Neutral,344,Nintendo Switch,1
9374,90,8086,2018,4,10,Positive,340,PC,1
9375,127,6890,2023,7,3,Negative,136,PS5,1
9376,158,3434,2022,5,9,Positive,460,Xbox One,1
9377,112,8091,2023,1,6,Neutral,165,Wii,1
9378,96,704,2024,6,7,Neutral,164,Xbox Series X,1
9379,50,9925,2017,11,8,Positive,160,Wii,1
9380,86,2076,2019,8,8,Positive,480,PS3,1
9381,178,6211,2016,4,7,Neutral,301,Xbox One,1
9382,187,8804,2021,2,5,Neutral,423,Nintendo Switch,0
9383,67,6306,2015,4,8,Positive,319,PS5,1
9384,166,2842,2017,2,10,Positive,228,Xbox Series X,1
9385,132,6296,2015,6,10,Positive,301,Xbox One,0
9386,155,4975,2021,3,4,Neutral,143,PC,0
9387,58,9457,2017,1,7,Positive,271,PS3,1
9388,183,6638,2018,10,7,Positive,374,PS5,1
9389,115,4764,2022,5,9,Positive,149,PS3,0
9390,171,2630,2023,3,7,Positive,467,Xbox Series X,1
9391,101,6806,2022,2,8,Positive,425,Xbox 360,1
9392,140,9190,2018,7,6,Neutral,105,PC,0
9393,146,9317,2024,4,8,Positive,268,Xbox One,1
9394,199,9939,2015,2,6,Neutral,78,PS4,1
9395,88,750,2018,7,6,Neutral,420,Xbox 360,0
9396,165,5487,2023,11,9,Positive,59,PS4,1
9397,198,7564,2017,12,9,Positive,81,PC,1
9398,50,6529,2024,12,4,Neutral,334,Xbox 360,1
9399,180,701,2024,10,7,Neutral,427,PS3,1
9400,24,3153,2022,6,7,Neutral,211,Xbox 360,1
9401,120,8583,2022,2,8,Positive,237,PC,0
9402,29,4994,2016,12,7,Positive,390,PS3,1
9403,140,4594,2018,7,6,Neutral,479,PS3,1
9404,8,7892,2023,2,7,Positive,41,Mobile,1
9405,81,7982,2024,6,7,Positive,305,PS4,1
9406,171,7747,2023,8,2,Negative,97,Xbox One,1
9407,138,1656,2022,8,10,Positive,407,Xbox Series X,1
9408,5,6680,2020,4,4,Neutral,348,PS3,1
9409,47,73,2018,1,6,Neutral,289,Wii,1
9410,119,8604,2015,11,1,Negative,177,Wii,0
9411,187,4117,2020,1,7,Positive,25,PS3,0
9412,99,1457,2015,4,8,Positive,388,PS4,1
9413,53,638,2021,7,9,Positive,67,Xbox One,1
9414,68,4547,2021,12,8,Positive,204,PS5,1
9415,166,5318,2021,6,9,Positive,443,PS3,1
9416,63,7258,2020,2,6,Neutral,59,Xbox One,0
9417,173,5585,2023,2,7,Positive,50,Wii,1
9418,44,3402,2017,12,4,Neutral,227,PS4,1
9419,114,2847,2023,10,7,Positive,363,Wii,1
9420,186,508,2022,1,8,Positive,51,Xbox 360,1
9421,59,773,2021,9,7,Positive,483,Xbox Series X,1
9422,158,3664,2024,6,6,Neutral,154,PS3,1
9423,62,5935,2022,5,4,Neutral,487,Xbox One,1
9424,200,3084,2018,3,8,Positive,331,PC,1
9425,124,3176,2022,8,10,Positive,113,Nintendo Switch,1
9426,74,8923,2019,5,8,Positive,274,PC,1
9427,21,2034,2016,5,8,Positive,220,PS5,1
9428,16,9225,2019,6,9,Positive,379,Xbox 360,1
9429,56,2941,2016,1,2,Negative,430,Wii,1
9430,72,6778,2017,4,7,Neutral,26,Mobile,1
9431,50,112,2019,11,10,Positive,318,PS3,0
9432,163,4616,2016,5,10,Positive,137,PS4,1
9433,31,2532,2020,12,8,Positive,108,PS4,1
9434,81,2807,2022,6,5,Neutral,97,Mobile,1
9435,71,2339,2017,8,5,Neutral,495,Xbox Series X,1
9436,118,8134,2021,6,10,Positive,350,PC,1
9437,56,6327,2022,4,4,Neutral,162,Wii,1
9438,149,9380,2016,12,8,Positive,188,PC,0
9439,136,1062,2020,11,2,Negative,440,Xbox 360,0
9440,74,3432,2019,4,8,Positive,408,Wii,1
9441,18,1554,2016,10,1,Negative,259,PS4,1
9442,109,6109,2022,3,8,Positive,126,Xbox Series X,1
9443,117,2090,2016,12,10,Positive,280,Mobile,1
9444,48,7765,2022,12,8,Positive,16,PS4,1
9445,174,6234,2022,2,7,Positive,251,PS5,1
9446,155,6383,2018,2,7,Positive,356,PC,1
9447,43,1737,2015,9,4,Neutral,213,Xbox 360,1
9448,36,1114,2016,11,8,Positive,225,Xbox Series X,1
9449,47,3742,2019,6,10,Positive,323,Xbox One,1
9450,166,5205,2019,11,10,Positive,18,PS5,0
9451,62,4112,2024,11,4,Neutral,421,Xbox One,1
9452,3,9474,2017,12,5,Neutral,200,PC,0
9453,188,1198,2022,4,7,Positive,418,PS4,1
9454,178,1643,2024,7,8,Positive,9,Xbox Series X,1
9455,46,8199,2018,1,9,Positive,432,Xbox One,1
9456,9,6588,2024,11,8,Positive,121,Mobile,1
9457,101,136,2022,11,10,Positive,323,Xbox 360,1
9458,176,2747,2019,1,7,Neutral,81,Wii,1
9459,26,8449,2018,7,4,Neutral,379,Mobile,1
9460,159,930,2022,4,10,Positive,293,Nintendo Switch,1
9461,27,4939,2023,3,10,Positive,96,Wii,1
9462,156,9646,2022,3,7,Positive,291,Xbox Series X,1
9463,177,1991,2023,9,10,Positive,423,PC,1
9464,3,596,2015,7,8,Positive,396,Mobile,0
9465,71,5537,2019,11,7,Positive,388,Xbox One,1
9466,91,4343,2018,11,9,Positive,341,PS4,1
9467,19,5136,2023,6,8,Positive,437,PS5,1
9468,195,7008,2015,10,7,Positive,321,PS5,1
9469,83,3899,2017,7,10,Positive,413,Wii,1
9470,37,6096,2024,3,8,Positive,323,Nintendo Switch,1
9471,47,9206,2016,3,9,Positive,310,Nintendo Switch,1
9472,124,923,2023,9,9,Positive,440,PS3,1
9473,9,3697,2024,8,10,Positive,191,Wii,1
9474,98,2668,2016,2,9,Positive,224,Mobile,0
9475,164,3865,2020,11,7,Positive,195,Wii,1
9476,90,9670,2017,9,8,Positive,100,PS3,1
9477,139,7042,2021,8,10,Positive,176,PC,1
9478,3,5909,2022,10,7,Neutral,77,Wii,0
9479,50,6169,2021,5,2,Negative,421,Xbox One,1
9480,77,6518,2017,12,4,Negative,72,Nintendo Switch,1
9481,154,7087,2015,9,4,Neutral,419,Xbox One,0
9482,15,5807,2023,8,7,Positive,251,PC,1
9483,156,3222,2024,11,4,Negative,249,Mobile,1
9484,2,8700,2024,8,5,Neutral,180,PS3,1
9485,194,4664,2021,9,9,Positive,426,PS4,1
9486,1,8063,2022,4,8,Positive,310,PS4,1
9487,14,6069,2020,12,5,Neutral,384,Xbox Series X,1
9488,17,1532,2019,5,3,Negative,347,PS4,1
9489,142,1881,2015,1,6,Neutral,404,PS5,0
9490,88,7063,2023,6,7,Positive,258,PC,1
9491,51,9056,2024,6,9,Positive,275,Xbox One,1
9492,36,73,2017,2,9,Positive,241,Nintendo Switch,1
9493,198,5517,2019,6,9,Positive,42,Xbox One,1
9494,32,9518,2018,9,5,Neutral,77,Nintendo Switch,1
9495,179,6390,2017,6,7,Positive,387,PS4,1
9496,72,4964,2018,6,4,Negative,490,Wii,1
9497,177,2290,2016,9,2,Negative,301,Xbox One,1
9498,167,9228,2023,4,7,Neutral,464,Mobile,1
9499,95,9251,2022,7,8,Positive,217,PC,0
9500,162,7033,2024,9,8,Positive,474,Wii,1
9501,67,6580,2019,11,7,Positive,439,PC,1
9502,174,6981,2018,7,10,Positive,162,Xbox 360,1
9503,53,749,2020,12,7,Positive,423,PS5,0
9504,125,711,2023,3,10,Positive,174,PC,0
9505,119,2002,2024,2,7,Positive,393,PC,1
9506,150,7594,2015,7,8,Positive,389,Xbox Series X,0
9507,159,520,2024,2,7,Positive,347,Xbox One,0
9508,185,1499,2016,6,7,Neutral,268,PS4,1
9509,64,6692,2016,7,5,Neutral,37,Xbox 360,1
9510,48,1847,2024,2,8,Positive,258,PC,0
9511,24,7727,2024,6,10,Positive,192,Wii,1
9512,62,4426,2024,11,8,Positive,206,Wii,1
9513,57,3528,2021,2,9,Positive,61,PS5,0
9514,163,9780,2015,11,7,Positive,411,Xbox One,1
9515,98,3047,2023,7,10,Positive,270,Mobile,1
9516,73,6572,2016,2,7,Positive,177,PS5,0
9517,180,6723,2023,6,10,Positive,330,PS4,0
9518,59,3332,2021,7,10,Positive,247,Mobile,1
9519,47,5780,2018,5,10,Positive,111,Xbox One,1
9520,51,330,2020,11,9,Positive,71,PS4,1
9521,31,5795,2015,2,8,Positive,71,PS3,1
9522,155,4597,2019,8,7,Positive,44,Xbox Series X,1
9523,106,3326,2018,10,5,Neutral,231,PS4,1
9524,16,4141,2022,9,7,Positive,382,PS5,1
9525,34,8157,2021,3,1,Negative,187,Xbox Series X,1
9526,139,9206,2019,11,9,Positive,436,PS4,1
9527,31,8933,2019,2,5,Neutral,315,Wii,1
9528,150,2339,2016,8,7,Positive,123,Wii,1
9529,192,6945,2022,2,1,Negative,36,Nintendo Switch,1
9530,26,2270,2015,8,10,Positive,39,PS5,1
9531,43,4023,2017,4,2,Negative,433,Nintendo Switch,1
9532,95,230,2024,10,8,Positive,343,Nintendo Switch,1
9533,84,5683,2016,5,9,Positive,388,Wii,1
9534,142,9636,2020,4,7,Positive,238,Mobile,1
9535,147,498,2017,1,8,Positive,191,Xbox One,1
9536,112,4436,2017,3,6,Neutral,289,Wii,1
9537,17,1424,2019,3,10,Positive,444,PS4,1
9538,100,660,2015,11,9,Positive,306,Xbox Series X,1
9539,103,5545,2021,6,3,Negative,393,Xbox One,1
9540,180,2377,2019,5,8,Positive,106,Wii,1
9541,69,4591,2024,10,9,Positive,90,Nintendo Switch,1
9542,148,5437,2024,1,3,Negative,364,PS5,1
9543,42,5828,2017,2,7,Positive,461,Xbox Series X,1
9544,175,3792,2017,2,8,Positive,477,PS5,1
9545,84,8609,2019,12,10,Positive,91,PS5,1
9546,194,4215,2022,9,9,Positive,57,Wii,1
9547,13,6153,2020,3,10,Positive,222,PS3,0
9548,38,7911,2016,10,9,Positive,163,Xbox One,1
9549,79,7458,2024,8,4,Neutral,95,Nintendo Switch,1
9550,136,8764,2020,6,5,Neutral,267,Nintendo Switch,0
9551,14,7359,2017,9,5,Neutral,221,PS4,1
9552,131,6562,2015,5,4,Negative,75,Nintendo Switch,1
9553,33,8037,2019,7,4,Neutral,199,PC,1
9554,164,6849,2015,5,9,Positive,34,Wii,1
9555,188,1188,2015,8,4,Neutral,81,PS4,1
9556,37,4936,2024,12,9,Positive,410,PS3,0
9557,88,5742,2022,12,7,Positive,335,Xbox One,1
9558,198,2934,2024,12,4,Negative,381,PS5,1
9559,84,5362,2021,6,7,Positive,97,Xbox 360,1
9560,110,9977,2023,8,7,Positive,427,PS3,1
9561,199,1756,2024,8,9,Positive,164,Xbox Series X,1
9562,83,665,2019,12,7,Positive,47,PS3,1
9563,139,9709,2021,12,7,Neutral,299,PS5,1
9564,47,7091,2018,8,8,Positive,376,PS3,1
9565,78,9876,2024,10,10,Positive,323,PS3,1
9566,194,5042,2016,5,8,Positive,36,PS5,1
9567,95,1618,2022,10,9,Positive,422,Xbox Series X,1
9568,148,357,2022,2,8,Positive,46,Wii,1
9569,114,9104,2020,1,10,Positive,375,PS4,1
9570,145,2867,2016,8,10,Positive,330,PS4,1
9571,139,6504,2020,5,5,Neutral,361,PC,1
9572,89,8199,2023,7,7,Positive,146,PS4,1
9573,63,4390,2019,4,2,Negative,394,PC,0
9574,45,2020,2019,9,7,Neutral,262,PS5,1
9575,129,5448,2022,8,6,Neutral,158,PC,1
9576,39,6123,2019,3,1,Negative,376,PS3,1
9577,200,6090,2024,1,5,Neutral,256,Nintendo Switch,1
9578,61,1910,2017,11,10,Positive,488,Wii,0
9579,104,4499,2023,8,8,Positive,57,Nintendo Switch,1
9580,43,3210,2024,8,5,Neutral,486,Wii,1
9581,117,9804,2021,1,7,Positive,173,Nintendo Switch,0
9582,92,3909,2015,9,6,Neutral,120,PS4,1
9583,31,6395,2023,5,8,Positive,228,PC,0
9584,71,5561,2015,7,9,Positive,247,PS4,1
9585,122,2550,2020,9,8,Positive,388,Wii,1
9586,85,3072,2022,6,8,Positive,337,Nintendo Switch,1
9587,13,2161,2018,12,7,Positive,371,PS3,0
9588,74,3637,2021,2,4,Neutral,137,Nintendo Switch,1
9589,146,7803,2019,11,6,Neutral,205,Wii,1
9590,18,6272,2016,8,7,Positive,75,PC,1
9591,180,195,2017,2,8,Positive,362,Xbox Series X,1
9592,83,8537,2021,10,4,Neutral,81,Nintendo Switch,1
9593,48,5982,2018,1,8,Positive,416,PS3,1
9594,137,2505,2015,11,7,Neutral,407,PS5,0
9595,144,8322,2018,12,9,Positive,157,Mobile,1
9596,179,6773,2021,11,1,Negative,71,PC,1
9597,167,2936,2018,2,3,Negative,374,PS4,1
9598,165,8819,2021,5,10,Positive,244,Xbox One,1
9599,45,1438,2017,10,4,Negative,441,Xbox One,1
9600,70,6567,2024,8,8,Positive,366,PS3,1
9601,156,1725,2020,4,3,Negative,264,Nintendo Switch,1
9602,32,5704,2015,12,10,Positive,310,PS3,1
9603,79,7779,2017,12,9,Positive,70,Mobile,1
9604,198,6677,2018,10,9,Positive,479,PC,1
9605,138,4414,2023,1,9,Positive,482,Wii,1
9606,5,3809,2023,9,5,Neutral,293,PS5,1
9607,124,2681,2023,1,9,Positive,264,Xbox Series X,1
9608,156,7842,2016,11,8,Positive,93,Nintendo Switch,1
9609,142,7593,2016,9,8,Positive,252,Wii,1
9610,163,7097,2016,2,6,Neutral,193,Xbox One,1
9611,134,5311,2023,5,8,Positive,248,PC,1
9612,170,7532,2018,6,7,Neutral,26,Xbox 360,0
9613,145,8924,2024,9,8,Positive,98,Xbox Series X,1
9614,119,334,2016,3,8,Positive,248,PS3,1
9615,179,8079,2016,2,10,Positive,360,Xbox Series X,1
9616,163,9266,2019,3,7,Positive,89,Mobile,0
9617,176,9656,2019,12,7,Positive,462,Wii,1
9618,117,1471,2019,6,2,Negative,296,Nintendo Switch,1
9619,105,4688,2015,9,10,Positive,28,PS5,1
9620,52,4914,2020,10,9,Positive,8,Xbox One,1
9621,192,7017,2016,10,9,Positive,451,Xbox One,1
9622,6,2323,2018,2,9,Positive,290,Wii,1
9623,36,2808,2020,7,2,Negative,42,Mobile,1
9624,20,9563,2016,5,10,Positive,277,Xbox 360,1
9625,60,1746,2020,8,10,Positive,296,Nintendo Switch,1
9626,100,2745,2023,2,10,Positive,78,PS5,0
9627,80,2120,2021,5,8,Positive,225,Xbox One,1
9628,17,3532,2016,6,10,Positive,437,Wii,1
9629,105,2869,2017,4,7,Positive,286,Nintendo Switch,1
9630,10,4563,2023,8,9,Positive,345,PC,1
9631,30,4766,2016,6,3,Negative,199,PC,1
9632,99,8695,2019,3,7,Neutral,103,Xbox Series X,1
9633,101,8624,2024,11,9,Positive,389,PS4,1
